VIXC.SERIESC;O1;O2;O3;O6;OI;OM;ON;OS;OU;OV;OY;VI;VM;VX
2009-04-07;0.7012;;0.5102;0.6627;783849.0;4.5;;40.0;40.39;0.5616;;0.5644;41450.0;0.686
2009-04-08;0.7029;;0.492;0.6627;798702.0;3.95;;40.0;38.85;0.5727;;0.5664;38241.0;0.723
2009-04-09;0.7408;;0.46;0.6627;798738.0;4.26;;37.5;36.53;0.5698;;0.5482;41786.0;0.694
2009-04-10;0.7408;;0.46;0.6627;798738.0;4.26;;37.5;36.53;0.5698;;0.5482;;0.694
2009-04-13;0.6287;;0.4873;0.6627;801775.0;4.0;;37.5;37.81;0.5725;;0.5799;23362.0;0.755
2009-04-14;0.6287;;0.4843;0.6627;650643.0;3.9;;37.5;37.67;0.573;;0.5748;99346.0;0.722
2009-04-15;0.6287;;0.484;0.6627;644457.0;4.8;;35.0;36.17;0.5458;;0.5527;37923.0;0.685
2009-04-16;0.6287;;0.5203;0.6627;656799.0;4.3;;35.0;35.79;0.6886;;0.688;27044.0;0.796
2009-04-17;0.6287;;0.4896;0.6627;689948.0;3.6;;35.0;33.94;0.646;;0.6307;47921.0;0.791
2009-04-20;0.7648;;0.5674;0.4738;711973.0;3.2;;40.0;39.18;0.7723;;0.77;48128.0;0.802
2009-04-21;0.7419;;0.5511;0.4844;739166.0;3.3;;37.5;37.14;0.7448;;0.7502;52480.0;0.88
2009-04-22;0.7477;;0.557;0.517;748801.0;3.6;;37.5;38.1;0.7545;;0.761;21584.0;0.788
2009-04-23;0.7391;;0.5844;0.4805;794379.0;3.2;;37.5;37.15;0.7619;;0.7559;76803.0;0.863
2009-04-24;0.7369;;0.5706;0.4805;877106.0;3.2;;37.5;36.82;0.7769;;0.7572;116059.0;0.808
2009-04-27;0.7468;;0.572;0.4805;926034.0;3.5;;37.5;38.32;0.7596;;0.7733;75221.0;0.847
2009-04-28;0.7764;;0.5848;0.4805;946298.0;3.3;;37.5;37.95;0.8124;;0.8127;41760.0;0.89
2009-04-29;0.7298;;0.5796;0.4805;962956.0;3.3;;35.0;36.08;0.7532;;0.7678;39038.0;0.851
2009-04-30;0.7436;;0.5503;0.4805;976516.0;2.4;;37.5;36.5;0.788;;0.7794;42158.0;0.831
2009-05-01;0.6914;;0.5516;0.4805;1002065.0;4.1;;35.0;35.3;0.647;;0.6509;46371.0;0.735
2009-05-04;0.6958;;0.5464;0.4805;1034907.0;2.97;;35.0;34.53;0.6496;;0.6522;64392.0;0.756
2009-05-05;0.7062;;0.5764;0.4805;1138741.0;4.25;;32.5;33.36;0.6523;;0.6562;118875.0;0.787
2009-05-06;0.7473;;0.5694;0.4805;1136935.0;3.8;;32.5;32.45;0.7032;;0.7033;27752.0;0.753
2009-05-07;0.7526;;0.5671;0.4805;1179440.0;3.9;;32.5;33.44;0.6845;;0.694;67064.0;0.8
2009-05-08;0.7395;;0.5694;0.4805;1211691.0;3.2;;32.5;32.05;0.7178;;0.716;61557.0;0.797
2009-05-11;0.7673;;0.6101;0.4805;1236239.0;3.35;;32.5;32.87;0.7723;;0.7751;58807.0;0.838
2009-05-12;0.7712;;0.6161;0.4805;1274817.0;3.25;;32.5;31.8;0.7631;;0.7558;59683.0;0.878
2009-05-13;0.7953;;0.6079;0.4805;1295823.0;3.8;;32.5;33.65;0.7642;;0.7862;58231.0;0.832
2009-05-14;0.7808;;0.5887;0.4805;1339456.0;3.0;;32.5;31.37;0.7715;;0.762;103102.0;0.91
2009-05-15;0.8285;;0.5984;0.4805;1374941.0;3.6;;32.5;33.12;0.8369;;0.8218;65603.0;0.792
2009-05-18;0.7483;;0.604;0.4805;1374947.0;3.0;;30.0;30.24;0.7478;;0.7502;63610.0;0.804
2009-05-19;0.7124;;0.5704;0.4805;733479.0;2.62;;30.0;28.8;0.7265;;0.7179;81497.0;0.845
2009-05-20;0.7727;;0.5923;0.4805;780900.0;2.85;;30.0;29.03;0.7916;;0.7824;107328.0;0.925
2009-05-21;0.8309;;0.6349;0.7137;854796.0;2.8;;32.5;31.35;0.8578;;0.8479;119601.0;0.993
2009-05-22;0.8804;;0.6333;0.7137;890842.0;3.1;;32.5;32.63;0.8932;;0.8962;92528.0;1.024
2009-05-25;0.8804;;0.6333;0.7137;890842.0;3.1;;32.5;32.63;0.8932;;0.8962;;1.024
2009-05-26;0.8915;;0.6367;0.7137;928078.0;3.3;;30.0;30.62;0.9203;;0.933;57951.0;1.144
2009-05-27;0.9236;;0.6949;0.7137;977099.0;2.7;;32.5;32.36;0.9622;;0.961;87728.0;1.091
2009-05-28;0.9229;;0.6877;0.7137;982008.0;2.32;;32.5;31.67;0.9323;;0.9405;73553.0;1.023
2009-05-29;0.8517;;0.6748;0.7137;1006361.0;2.5;;30.0;28.92;0.8696;;0.8827;83305.0;1.12
2009-06-01;0.8705;;0.6612;0.7137;1008479.0;3.9;;30.0;30.04;0.7866;;0.7871;43314.0;0.847
2009-06-02;0.8765;;0.6608;0.7137;1040549.0;4.2;;30.0;29.63;0.8292;;0.8198;72901.0;0.858
2009-06-03;0.8659;;0.6532;0.7137;1087804.0;5.0;;30.0;31.02;0.7799;;0.7855;85490.0;0.885
2009-06-04;0.7743;;0.6615;0.7137;1077029.0;4.5;;30.0;30.18;0.7329;;0.7367;43885.0;0.808
2009-06-05;0.8152;;0.6404;0.7137;1107231.0;4.5;;30.0;29.62;0.7486;;0.7404;39547.0;0.888
2009-06-08;0.8628;;0.6632;0.7137;1109698.0;4.3;;30.0;29.77;0.7571;;0.7577;122598.0;0.919
2009-06-09;0.8006;;0.6271;0.7137;1131645.0;5.03;;27.5;28.27;0.7608;;0.765;77620.0;0.884
2009-06-10;0.8159;;0.6293;0.7137;1173103.0;5.2;;27.5;28.46;0.7667;;0.7703;95056.0;0.908
2009-06-11;0.7898;;0.6221;0.7137;1227100.0;4.59;;27.5;28.11;0.7249;;0.7372;127992.0;0.967
2009-06-12;0.7684;;0.6335;0.7137;1191197.0;4.19;;27.5;28.15;0.7493;;0.759;32023.0;0.929
2009-06-15;0.926;;0.6365;0.7137;1230364.0;3.7;;30.0;30.81;0.7769;;0.7887;79993.0;0.844
2009-06-16;0.926;;0.6939;0.7137;727821.0;3.3;;32.5;32.68;0.8383;;0.8409;155065.0;0.906
2009-06-17;0.926;;0.6525;0.7137;742789.0;3.3;;32.5;31.54;0.8154;;0.8044;44627.0;0.913
2009-06-18;0.7645;0.7393;0.6581;0.1745;755845.0;4.2;;30.0;30.03;0.7614;;0.762;24439.0;0.874
2009-06-19;0.7783;0.727;0.6311;0.4846;820652.0;5.0;;27.5;27.99;0.7629;;0.7749;92915.0;1.026
2009-06-22;0.8069;0.7487;0.6578;0.5088;888986.0;4.3;;30.0;31.17;0.7692;;0.8087;109587.0;1.009
2009-06-23;0.8157;0.7534;0.6392;0.5348;1016042.0;3.9;;30.0;30.58;0.8058;;0.8191;163279.0;0.993
2009-06-24;0.7861;0.701;0.659;0.5974;1003899.0;2.92;;30.0;29.05;0.7971;;0.7954;34675.0;0.97
2009-06-25;0.7203;0.7193;0.6402;0.7356;1113073.0;3.2;;27.5;26.36;0.7693;;0.7174;158708.0;1.088
2009-06-26;0.6884;0.6802;0.648;0.5978;1159754.0;4.1;;25.0;25.93;0.6436;;0.6891;144289.0;0.93
2009-06-29;0.7241;0.633;0.6131;0.5962;1185407.0;3.4;;25.0;25.35;0.7546;;0.7592;75584.0;1.039
2009-06-30;0.6879;0.6668;0.6437;0.5973;1224813.0;2.25;;27.5;26.35;0.7397;;0.6982;70754.0;1.072
2009-07-01;0.7122;0.6608;0.6133;0.6048;1306770.0;5.19;;25.0;26.22;0.657;;0.6792;100312.0;0.956
2009-07-02;0.7308;0.6834;0.6254;0.6078;1306774.0;4.8;;27.5;27.95;0.7153;;0.7225;103950.0;0.943
2009-07-03;0.7308;0.6834;0.6254;0.6078;1306774.0;4.8;;27.5;27.95;0.7153;;0.7225;;0.943
2009-07-06;0.7826;0.7095;0.6535;0.6221;1353655.0;3.4;;30.0;29.0;0.7756;;0.7562;82944.0;0.876
2009-07-07;0.844;0.7298;0.6724;0.6578;1438786.0;3.9;;30.0;30.85;0.7534;;0.7732;169080.0;0.951
2009-07-08;0.8512;0.7426;0.6977;0.6272;1496761.0;3.1;;32.5;31.3;0.8027;;0.7809;111341.0;0.981
2009-07-09;0.7768;0.6943;0.6693;0.6455;1507880.0;3.9;;30.0;29.78;0.7242;;0.7184;83252.0;0.942
2009-07-10;0.7363;0.6858;0.641;0.6172;1491212.0;4.0;;30.0;29.02;0.7258;;0.7083;51226.0;0.93
2009-07-13;0.7451;0.6355;0.6068;0.638;1562015.0;4.59;;27.5;26.31;0.719;;0.7024;110954.0;0.975
2009-07-14;0.6125;0.6254;0.6057;0.5875;1621592.0;5.6;;25.0;25.02;0.5737;;0.5745;134211.0;1.023
2009-07-15;0.7574;0.6391;0.6093;0.5595;1631525.0;5.1;;25.0;25.89;0.7304;;0.7533;99330.0;0.98
2009-07-16;0.7003;0.6086;0.605;0.6263;1659619.0;4.72;;25.0;25.42;0.6845;;0.6943;70411.0;0.967
2009-07-17;0.6841;0.586;0.5872;0.4987;1719378.0;4.8;;25.0;24.34;0.7115;;0.6883;164975.0;0.843
2009-07-20;0.7013;0.6482;0.6134;0.5435;1768358.0;4.25;;25.0;24.4;0.713;;0.7031;81705.0;1.024
2009-07-21;0.7132;0.5884;0.6127;0.5594;1218852.0;3.85;;25.0;23.87;0.7313;;0.7231;77374.0;1.005
2009-07-22;0.6023;0.5541;0.5689;0.4652;1254250.0;4.9;;22.5;23.47;0.5674;;0.6083;70987.0;0.901
2009-07-23;0.5664;0.583;0.5598;0.5294;1292269.0;4.0;;22.5;23.43;0.5374;;0.5628;64558.0;0.849
2009-07-24;0.6598;0.586;0.5434;0.5203;1327085.0;4.0;;22.5;23.09;0.6777;;0.6736;64713.0;0.92
2009-07-27;0.6364;0.6313;0.5801;0.5428;1342721.0;2.3;;25.0;24.28;0.6098;;0.6313;60413.0;0.903
2009-07-28;0.6624;0.6073;0.5795;0.4917;1397757.0;3.1;;25.0;25.01;0.6846;;0.6848;86882.0;0.871
2009-07-29;0.6827;0.5905;0.5824;0.5278;1480884.0;3.4;;25.0;25.61;0.7209;;0.7371;133800.0;1.008
2009-07-30;0.6833;0.6399;0.5798;0.5127;1446046.0;2.85;;25.0;25.4;0.6865;;0.6939;125396.0;1.033
2009-07-31;0.6529;0.5904;0.5838;0.5122;1459335.0;2.96;;25.0;25.92;0.6873;;0.7036;42241.0;0.915
2009-08-03;0.679;0.6434;0.5907;0.5161;1472190.0;5.03;;25.0;25.56;0.6662;;0.6691;38018.0;0.792
2009-08-04;0.6131;0.602;0.5927;0.5052;1507897.0;4.6;;25.0;24.89;0.5924;;0.592;91871.0;0.784
2009-08-05;0.6019;0.5816;0.5657;0.5551;1576382.0;4.58;;25.0;24.9;0.5923;;0.5894;106727.0;0.814
2009-08-06;0.6694;0.6171;0.5735;0.5429;1610400.0;4.82;;25.0;25.67;0.6578;;0.6602;135073.0;0.849
2009-08-07;0.6341;0.549;0.5294;0.5016;1648874.0;4.0;;25.0;24.76;0.6204;;0.6076;105729.0;0.811
2009-08-10;0.6032;0.5935;0.5638;0.5047;1686090.0;3.86;;25.0;24.99;0.5811;;0.5812;89447.0;0.852
2009-08-11;0.6814;0.6296;0.5827;0.5204;1796661.0;4.4;;25.0;25.99;0.6473;;0.6554;154496.0;0.937
2009-08-12;0.7119;0.5841;0.5572;0.5079;1722405.0;4.3;;25.0;25.45;0.6915;;0.6918;116692.0;0.862
2009-08-13;0.6709;0.6009;0.5562;0.5152;1798643.0;3.8;;25.0;24.71;0.6688;;0.6635;124226.0;1.09
2009-08-14;0.7177;0.6187;0.5882;0.5274;1822929.0;4.3;;25.0;24.27;0.7271;;0.719;96418.0;1.047
2009-08-17;0.7655;0.6297;0.5736;0.5658;1876372.0;3.85;;27.5;27.89;0.7666;;0.77;150991.0;0.927
2009-08-18;0.7449;0.6392;0.5926;0.5298;1187189.0;5.0;;25.0;26.18;0.7607;;0.7519;117280.0;0.87
2009-08-19;0.6912;0.5959;0.5717;0.5101;1186487.0;2.6;;27.5;26.26;0.7104;;0.7007;25917.0;0.918
2009-08-20;0.6972;0.5864;0.5505;0.4502;1272266.0;3.7;;25.0;25.09;0.7119;;0.7119;112829.0;1.027
2009-08-21;0.7152;0.5802;0.5701;0.4679;1419325.0;3.4;;25.0;25.01;0.7376;;0.7377;167741.0;0.854
2009-08-24;0.6718;0.6171;0.5728;0.5098;1471713.0;3.2;;25.0;25.14;0.681;;0.6866;92583.0;1.211
2009-08-25;0.7276;0.6436;0.5944;0.5167;1622012.0;3.6;;25.0;24.92;0.7626;;0.7544;193019.0;1.043
2009-08-26;0.7641;0.624;0.5965;0.4859;1625599.0;4.1;;25.0;24.95;0.822;;0.8183;25921.0;0.966
2009-08-27;0.6628;0.5982;0.5594;0.5102;1673101.0;3.4;;25.0;24.68;0.6807;;0.6869;101533.0;1.056
2009-08-28;0.6832;0.595;0.578;0.5364;1685384.0;3.7;;25.0;24.76;0.7352;;0.7261;48273.0;0.945
2009-08-31;0.7473;0.6196;0.6134;0.5157;1716808.0;4.08;;25.0;26.01;0.8434;;0.8437;79883.0;1.273
2009-09-01;0.7713;0.6746;0.6601;0.5419;1805124.0;4.4;;30.0;29.15;0.6946;;0.6764;181644.0;0.771
2009-09-02;0.7254;0.6372;0.6213;0.5414;1797784.0;4.5;;30.0;28.9;0.6623;;0.6427;170934.0;0.766
2009-09-03;0.6654;0.6045;0.6129;0.5409;1858573.0;4.8;;27.5;27.1;0.5943;;0.5871;121452.0;0.759
2009-09-04;0.7587;0.6505;0.6076;0.5493;1858614.0;6.2;;25.0;25.26;0.6725;;0.6733;56458.0;0.825
2009-09-07;0.7587;0.6505;0.6076;0.5493;1858614.0;6.2;;25.0;25.26;0.6725;;0.6733;;0.825
2009-09-08;0.7435;0.6369;0.6126;0.5607;1912999.0;5.25;;25.0;25.62;0.6539;;0.667;84823.0;0.764
2009-09-09;0.5091;0.4393;0.4481;0.4567;1912999.0;3.55;;25.0;24.32;0.4868;;0.4868;79604.0;0.549
2009-09-10;0.6949;0.5957;0.564;0.5547;1969554.0;5.4;;22.5;23.55;0.6615;;0.6422;100520.0;0.779
2009-09-11;0.6717;0.5748;0.5938;0.447;1920829.0;3.79;;25.0;24.15;0.6364;;0.6312;42804.0;0.818
2009-09-14;0.6923;0.5701;0.587;0.4814;1983177.0;3.17;;25.0;23.86;0.6083;;0.5791;86015.0;0.734
2009-09-15;0.5433;0.5695;0.5657;0.4778;1120893.0;4.85;;22.5;23.42;0.4953;;0.5476;129257.0;0.864
2009-09-16;0.6914;0.5757;0.5711;0.5011;1121397.0;4.17;;22.5;23.69;0.6764;;0.676;44207.0;0.81
2009-09-17;0.5894;0.5161;0.5499;0.547;1244493.0;4.0;;22.5;23.65;0.5489;;0.5821;136517.0;0.834
2009-09-18;0.5967;0.4878;0.5103;0.4776;1279276.0;2.95;;25.0;23.92;0.64;;0.5894;57154.0;0.785
2009-09-21;0.6279;0.4958;0.5427;0.4422;1304326.0;2.9;;25.0;24.06;0.6662;;0.6331;43475.0;0.788
2009-09-22;0.5539;0.5203;0.4945;0.4657;1317412.0;3.9;;22.5;23.08;0.5372;;0.5562;94450.0;0.941
2009-09-23;0.5645;0.551;0.4863;0.4502;1350453.0;4.1;;22.5;23.49;0.5359;;0.5644;72011.0;0.776
2009-09-24;0.6369;0.5425;0.499;0.4803;1384217.0;2.9;;25.0;24.95;0.65;;0.6508;84940.0;0.94
2009-09-25;0.67;0.5799;0.5206;0.4965;1386366.0;3.0;;25.0;25.61;0.6751;;0.6857;53903.0;1.031
2009-09-28;0.6374;0.5217;0.4981;0.5688;1383789.0;2.15;;25.0;24.88;0.6801;;0.68;19037.0;0.931
2009-09-29;0.6275;0.5269;0.4962;0.4796;1405174.0;2.1;;25.0;25.19;0.6621;;0.6682;56949.0;1.085
2009-09-30;0.6698;0.5314;0.4881;0.5016;1421053.0;2.45;;25.0;25.61;0.7203;;0.7284;50056.0;1.007
2009-10-01;0.771;0.6148;0.549;0.4848;1466970.0;3.25;;27.5;28.27;0.6419;;0.6559;122016.0;0.744
2009-10-02;0.7657;0.6209;0.556;0.4772;1478768.0;3.3;;27.5;28.68;0.6537;;0.6761;66677.0;0.809
2009-10-05;0.711;0.5977;0.5436;0.4727;1504189.0;2.7;;27.5;26.84;0.6518;;0.642;71808.0;0.89
2009-10-06;0.6391;0.5592;0.5257;0.5061;1509845.0;3.4;;26.0;25.7;0.5462;;0.5725;55473.0;0.74
2009-10-07;0.6617;0.5414;0.501;0.4765;1540888.0;3.4;;25.0;24.68;0.5761;;0.5665;28549.0;0.734
2009-10-08;0.6117;0.5569;0.5254;0.4557;1684691.0;3.2;;24.0;24.18;0.5867;;0.5724;224356.0;0.735
2009-10-09;0.6436;0.5243;0.4883;0.4316;1690431.0;4.6;;22.5;23.12;0.627;;0.6127;46809.0;0.73
2009-10-12;0.5533;0.54;0.4743;0.4082;1709803.0;3.7;;22.5;23.01;0.5204;;0.5293;56823.0;0.712
2009-10-13;0.5769;0.5519;0.518;0.4578;1711094.0;3.6;;22.5;22.99;0.5378;;0.5477;126942.0;0.77
2009-10-14;0.5328;0.4889;0.4465;0.3951;1783393.0;3.3;;22.5;22.86;0.4803;;0.4945;70341.0;0.853
2009-10-15;0.5084;0.5081;0.4696;0.4569;1810133.0;2.93;;22.5;21.72;0.5002;;0.4657;55518.0;0.777
2009-10-16;0.6221;0.4002;0.4437;0.3407;1858550.0;3.4;;22.5;21.43;0.5799;;0.5993;106434.0;0.79
2009-10-19;0.61;0.5285;0.4345;0.4373;1887567.0;3.0;;22.5;21.49;0.6485;;0.6126;67925.0;0.787
2009-10-20;0.5577;0.4121;0.408;0.5257;1115257.0;4.7;;20.0;20.9;0.5618;;0.5689;116780.0;0.73
2009-10-21;0.7574;0.5369;0.5407;0.4157;1152091.0;3.2;;22.5;22.22;0.7901;;0.784;75864.0;0.898
2009-10-22;0.7824;0.5323;0.5027;0.4117;1234001.0;4.3;;20.0;20.69;0.8463;;0.8232;149668.0;0.954
2009-10-23;0.7345;0.5371;0.5039;0.4319;1347555.0;2.77;;22.5;22.27;0.7818;;0.7757;166412.0;1.257
2009-10-26;0.8136;0.6029;0.52;0.452;1436118.0;2.4;;24.0;24.31;0.891;;0.8859;123705.0;1.236
2009-10-27;0.7725;0.6189;0.5485;0.4504;1486122.0;1.8;;25.0;24.83;0.8308;;0.8314;99665.0;1.14
2009-10-28;0.8804;0.6766;0.5603;0.4761;1536442.0;1.98;;27.5;27.91;0.9438;;0.9641;90091.0;1.15
2009-10-29;0.7578;0.6027;0.5309;0.4599;1613117.0;1.95;;25.0;24.76;0.8465;;0.8346;92688.0;1.448
2009-10-30;1.0063;0.7397;0.646;0.5087;1625245.0;2.0;;30.0;30.69;1.1555;;1.175;100877.0;1.282
2009-11-02;0.9949;0.7541;0.6391;0.5031;1659008.0;2.45;;30.0;29.78;0.8364;;0.8322;161917.0;0.859
2009-11-03;0.9442;0.7391;0.6246;0.5058;1640331.0;2.55;;30.0;28.81;0.8478;;0.8216;58010.0;0.95
2009-11-04;0.8417;0.6774;0.6087;0.4437;1698243.0;3.0;;27.5;27.72;0.7335;;0.7402;121984.0;0.881
2009-11-05;0.738;0.5736;0.5206;0.4857;1719030.0;3.4;;25.0;25.43;0.606;;0.6238;53302.0;0.82
2009-11-06;0.6814;0.5838;0.5426;0.4504;1760961.0;3.4;;24.0;24.19;0.6018;;0.6025;92457.0;0.809
2009-11-09;0.6166;0.5312;0.5018;0.425;1786599.0;3.1;;22.5;23.15;0.5491;;0.5611;154741.0;0.822
2009-11-10;0.5989;0.4971;0.4673;0.4727;1775127.0;3.22;;22.5;22.84;0.5436;;0.551;68939.0;0.671
2009-11-11;0.6551;0.548;0.4841;0.4297;1826643.0;3.4;;22.5;23.04;0.6115;;0.6167;99966.0;0.81
2009-11-12;0.6978;0.6101;0.5339;0.4326;1846104.0;3.3;;24.0;24.24;0.6569;;0.6689;184125.0;0.863
2009-11-13;0.7009;0.6038;0.5157;0.4956;1889756.0;3.1;;24.0;23.36;0.6957;;0.6902;97760.0;0.887
2009-11-16;0.8028;0.6396;0.5356;0.4431;1936723.0;4.0;;22.5;22.89;0.8268;;0.8083;91223.0;0.865
2009-11-17;0.646;0.6016;0.6045;0.4655;1109248.0;3.5;;22.5;22.41;0.649;;0.649;85957.0;0.928
2009-11-18;0.7555;0.5723;0.559;0.4476;1152127.0;3.0;;21.0;21.63;0.749;;0.7738;70848.0;0.955
2009-11-19;0.7738;0.663;0.5515;0.5124;1197595.0;3.26;;22.5;22.63;0.7852;;0.7886;75182.0;0.964
2009-11-20;0.6479;0.6039;0.5623;0.4346;1263719.0;2.6;;22.5;22.19;0.6614;;0.6552;99853.0;0.977
2009-11-23;0.7357;0.5421;0.4037;0.4874;1378940.0;3.5;;21.0;21.16;0.818;;0.7877;133366.0;1.402
2009-11-24;0.6456;0.5513;0.5484;0.5554;1445923.0;3.1;;20.0;20.47;0.657;;0.677;103070.0;1.04
2009-11-25;0.6728;0.5374;0.5203;0.5604;1445923.0;2.88;;20.0;20.48;0.7112;;0.7238;128288.0;1.078
2009-11-26;0.6728;0.5374;0.5203;0.5604;1445923.0;2.88;;20.0;20.48;0.7112;;0.7238;;1.078
2009-11-27;0.8265;0.6426;0.5592;0.4206;1465753.0;1.55;;25.0;24.74;0.9172;;0.9081;121353.0;1.125
2009-11-30;0.8092;0.6339;0.5849;0.471;1485130.0;1.45;;25.0;24.51;0.9412;;0.9214;52482.0;1.177
2009-12-01;0.729;0.5989;0.5221;0.4545;1519719.0;4.8;;22.5;21.92;0.6653;;0.6295;81311.0;0.778
2009-12-02;0.6944;0.58;0.5407;0.4853;1528103.0;6.5;;21.0;21.12;0.6298;;0.6001;46532.0;0.739
2009-12-03;0.7008;0.6426;0.5569;0.4674;2114003.0;5.0;;22.5;22.46;0.6531;;0.652;634576.0;0.676
2009-12-04;0.633;0.5641;0.538;0.4952;2185030.0;6.35;;21.0;21.25;0.5722;;0.5488;142600.0;0.727
2009-12-07;0.6766;0.5984;0.5181;0.5001;2178118.0;4.36;;22.5;22.1;0.6152;;0.6098;37326.0;0.808
2009-12-08;0.7489;0.6078;0.5258;0.4852;2237383.0;3.9;;24.0;23.69;0.6861;;0.6684;123460.0;0.919
2009-12-09;0.7188;0.6723;0.6263;0.4287;2288088.0;4.8;;22.5;22.66;0.678;;0.6843;132156.0;1.021
2009-12-10;0.643;0.6095;0.6026;0.5107;2306157.0;4.3;;22.5;22.32;0.595;;0.5869;70302.0;0.99
2009-12-11;0.6226;0.6271;0.571;0.5218;2448606.0;4.33;;21.0;21.59;0.6797;;0.6053;162488.0;1.116
2009-12-14;0.6844;0.6109;0.5438;0.4908;2450573.0;5.75;;21.0;21.15;0.6064;;0.5708;42687.0;0.956
2009-12-15;0.6344;0.6;0.5537;0.5362;1592547.0;3.6;;21.0;21.49;0.6531;;0.6275;263697.0;0.876
2009-12-16;0.6215;0.5662;0.5032;0.5327;1744550.0;3.8;;21.0;20.54;0.6327;;0.6123;248143.0;0.983
2009-12-17;0.7727;0.5986;0.5748;0.4765;2070544.0;3.3;;22.5;22.51;0.7497;;0.7495;390799.0;1.128
2009-12-18;0.689;0.5551;0.607;0.5318;2142028.0;3.8;;21.0;21.68;0.6579;;0.6756;109457.0;1.046
2009-12-21;0.6263;0.5477;0.5215;0.5228;2154918.0;3.7;;20.0;20.49;0.5913;;0.6263;56020.0;1.09
2009-12-22;0.523;0.5084;0.5475;0.4919;2198973.0;3.1;;20.0;19.54;0.5347;;0.5237;80472.0;0.835
2009-12-23;0.4948;0.5134;0.555;0.542;2194382.0;2.85;;20.0;19.71;0.4942;;0.4942;31792.0;0.8
2009-12-24;0.5488;0.4986;0.5119;0.5029;2194382.0;2.6;;19.0;19.47;0.5752;;0.5553;9424.0;0.996
2009-12-25;0.5488;0.4986;0.5119;0.5029;2194382.0;2.6;;19.0;19.47;0.5752;;0.5553;;0.996
2009-12-28;0.5264;0.5237;0.5383;0.5382;2205527.0;2.35;;20.0;19.93;0.5347;;0.5283;15983.0;0.914
2009-12-29;0.5334;0.5406;0.5428;0.4682;2227151.0;2.45;;20.0;20.01;0.5335;;0.534;49808.0;1.013
2009-12-30;0.5183;0.5182;0.4891;0.4876;2241606.0;2.75;;20.0;19.96;0.5166;;0.5127;66279.0;0.919
2009-12-31;0.6577;0.5576;0.5262;0.5071;2241624.0;2.62;;21.0;21.68;0.6718;;0.708;45463.0;0.942
2010-01-01;0.6577;0.5576;0.5262;0.5071;2241624.0;2.62;;21.0;21.68;0.6718;;0.708;;0.942
2010-01-04;0.5775;0.5751;0.565;0.4869;2273282.0;5.2;;20.0;20.04;0.5689;;0.5695;83828.0;0.941
2010-01-05;0.5264;0.5261;0.5251;0.5125;2328467.0;4.73;;19.0;19.35;0.5413;;0.5005;151204.0;0.76
2010-01-06;0.5999;0.6126;0.5645;0.5189;2320535.0;5.0;;19.0;19.16;0.6457;;0.6365;64622.0;0.69
2010-01-07;0.5516;0.5738;0.6034;0.4877;2400863.0;4.5;;19.0;19.06;0.5622;;0.5648;132137.0;0.81
2010-01-08;0.4547;0.5003;0.4901;0.5913;2479266.0;4.7;;18.0;18.13;0.4513;;0.4673;186601.0;0.786
2010-01-11;0.597;0.5571;0.5442;0.5506;2497768.0;4.4;;18.0;17.55;0.5218;;0.5218;235344.0;0.694
2010-01-12;0.5637;0.6471;0.5916;0.5248;2593540.0;4.9;;18.0;18.25;0.5187;;0.5495;181082.0;0.813
2010-01-13;0.554;0.6308;0.5346;0.4556;2782693.0;4.6;;18.0;17.85;0.5041;;0.515;366692.0;0.925
2010-01-14;0.6514;0.6017;0.6007;0.478;2799212.0;4.3;;18.0;17.63;0.6459;;0.6225;55298.0;0.952
2010-01-15;0.6928;0.5965;0.5598;0.4498;1509195.0;4.8;;18.0;17.91;0.6674;;0.6698;96181.0;0.886
2010-01-18;0.6928;0.5965;0.5598;0.4498;1324379.0;4.8;;18.0;17.91;0.6674;;0.6698;;0.886
2010-01-19;0.5269;0.5188;0.5284;0.3061;1585418.0;3.7;;18.0;17.58;0.5273;;0.5273;231647.0;0.903
2010-01-20;0.7128;0.5911;0.5087;0.5611;1653444.0;3.0;;19.0;18.68;0.6889;;0.7213;151877.0;1.097
2010-01-21;0.8663;0.6778;0.5909;0.533;1657387.0;2.2;;22.5;22.27;0.8859;;0.8872;212931.0;1.09
2010-01-22;1.0728;0.8293;0.724;0.5539;1877166.0;1.85;;27.5;27.31;1.1154;;1.11;388866.0;1.27
2010-01-25;0.9424;0.7372;0.6459;0.5506;1837068.0;2.05;;25.0;25.41;0.9794;;1.0016;145274.0;1.183
2010-01-26;0.8795;0.7196;0.6146;0.5403;1860667.0;2.05;;25.0;24.55;0.9588;;0.9279;76216.0;1.041
2010-01-27;0.7889;0.7066;0.643;0.5574;1989938.0;2.35;;22.5;23.14;0.7655;;0.8171;239781.0;1.335
2010-01-28;0.8511;0.7182;0.6288;0.5305;2023609.0;1.98;;24.0;23.73;0.9081;;0.9027;159029.0;1.232
2010-01-29;0.8505;0.7341;0.6494;0.5424;2061773.0;1.83;;25.0;24.62;0.9111;;0.9018;97084.0;1.072
2010-02-01;0.7775;0.6955;0.6259;0.5216;2141020.0;3.3;;22.5;22.59;0.7276;;0.729;146708.0;1.151
2010-02-02;0.7452;0.6535;0.594;0.5252;2234202.0;3.5;;21.0;21.48;0.6828;;0.6958;181060.0;1.07
2010-02-03;0.7637;0.6653;0.585;0.51;2302861.0;3.6;;21.0;21.6;0.7014;;0.7122;137884.0;0.952
