US92343E1029;AF;DT;DWNM;EPS;MTBV;MV;MVC;MVFF;NOSH;NOSHFF;P;PC;PE;PH;PL;PO;PTBV;PYD;RI;UDD;VO;VWAP;WC01001;WC01051;WC01100;WC01101;WC01149;WC01151;WC01201;WC01250;WC01251;WC01253;WC01254;WC01255;WC01266;WC01401;WC01451;WC01501;WC01551;WC01601;WC01705;WC01706;WC01751;WC02001;WC02003;WC02051;WC02201;WC02501;WC02649;WC02999;WC03040;WC03051;WC03101;WC03151;WC03251;WC03255;WC03263;WC03426;WC03451;WC03480;WC03501;WC03998;WC04050;WC04201;WC04251;WC04551;WC04601;WC04851;WC04860;WC04870;WC04890;WC05350;WC05376;WC07011;WC08101;WC08106;WC08131;WC08221;WC08231;WC08301;WC08311;WC08316;WC08321;WC08366;WC08376;WC18191;WC18192;WC18198;XDD
1998-05-11;0.25;;-204.59;;17.14;705.28;;;20151.0;;8.75;-46.36;;9.0;8.5312;8.9687;19.64;2016-12-04;137.25;;412.4;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-05-12;0.25;;-204.59;;17.52;720.65;;;20738.0;;8.6875;-46.03;;8.8437;8.5625;8.6875;19.5;2016-12-04;136.27;;247.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-05-13;0.25;;-204.59;;19.28;793.23;;;20738.0;;9.5625;-50.67;;9.75;8.5625;8.5625;21.47;2016-12-04;150.0;;1270.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-05-14;0.25;;-204.59;;18.78;772.49;;;20738.0;;9.3125;-49.35;;9.6875;9.1875;9.6562;20.91;2016-12-04;146.08;;672.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-05-15;0.25;;-204.59;;18.18;747.86;;;20738.0;;9.0156;-47.77;;9.4062;8.9375;9.3125;20.24;2016-12-04;141.42;;511.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-05-18;0.25;;-204.59;;17.99;740.09;;;20738.0;;8.9219;-47.28;;9.0312;8.7187;8.875;20.03;2016-12-04;139.95;;1092.0;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-05-19;0.25;;-204.59;;18.09;743.98;;;20738.0;;8.9687;-47.52;;9.1562;8.75;8.9687;20.13;2016-12-04;140.69;;1105.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-05-20;0.25;;-204.59;;18.27;751.75;;;20738.0;;9.0625;-48.02;;9.0625;8.9375;9.0;20.34;2016-12-04;142.16;;83.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-05-21;0.25;;-204.59;;19.03;782.86;;;20738.0;;9.4375;-50.01;;9.5;9.0625;9.3125;21.19;2016-12-04;148.04;;2386.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-05-22;0.25;;-204.59;;17.83;733.61;;;20738.0;;8.8437;-46.86;;9.7187;8.6562;9.7187;19.85;2016-12-04;138.73;;605.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-05-25;0.25;;-204.59;;17.83;733.61;;;20738.0;;8.8437;-46.86;;;;;19.85;2016-12-04;138.73;;;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-05-26;0.25;;-204.59;;17.39;715.46;;;20738.0;;8.625;-45.7;;9.2187;8.5;9.0;19.36;2016-12-04;135.29;;435.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-05-27;0.25;;-204.59;;16.38;673.98;;;20738.0;;8.125;-43.05;;8.4375;8.0;8.25;18.24;2016-12-04;127.45;;956.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-05-28;0.25;;-204.59;;16.51;679.17;;;20738.0;;8.1875;-43.38;;8.3125;8.125;8.3125;18.38;2016-12-04;128.43;;302.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-05-29;0.25;;-204.59;;16.1;662.32;;;20738.0;;7.9844;-42.31;;8.2656;7.9687;8.2656;17.92;2016-12-04;125.25;;359.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-06-01;0.25;;-204.59;;14.62;601.4;;;20738.0;;7.25;-38.42;;7.9844;7.2187;7.9062;16.28;2016-12-04;113.73;;1269.2;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-06-02;0.25;;-204.59;;14.18;583.26;;;20738.0;;7.0312;-37.26;;7.5;6.6875;7.5;15.78;;110.29;;1304.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-06-03;0.25;;-204.59;;14.37;591.03;;;20738.0;;7.125;-37.75;;7.4375;7.0312;7.2187;15.99;2016-12-04;111.76;;336.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-06-04;0.25;;-204.59;;14.49;596.22;;;20738.0;;7.1875;-38.09;;7.375;7.1562;7.3437;16.13;2016-12-04;112.75;;223.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-06-05;0.25;;-204.59;;14.62;601.4;;;20738.0;;7.25;-38.42;;7.375;7.1875;7.2812;16.28;2016-12-04;113.73;;382.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-06-08;0.25;;-204.59;;13.61;559.93;;;20738.0;;6.75;-35.77;;7.3125;6.5;7.25;15.15;2016-12-04;105.88;;1801.6;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-06-09;0.25;;-204.59;;13.8;567.7;;;20738.0;;6.8437;-36.26;;7.0;6.5;6.6875;15.36;2016-12-04;107.35;;1493.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-06-10;0.25;;-204.59;;13.86;570.29;;;20738.0;;6.875;-36.43;;7.3125;6.625;6.75;15.43;2016-12-04;107.84;;425.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-06-11;0.25;;-204.59;;13.61;559.93;;;20738.0;;6.75;-35.77;;7.125;6.6875;6.8125;15.15;2016-12-04;105.88;;331.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-06-12;0.25;;-204.59;;14.12;580.66;;;20738.0;;7.0;-37.09;;7.0;6.5312;6.8437;15.71;2016-12-04;109.8;;960.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-06-15;0.25;;-204.59;;13.61;559.93;;;20738.0;;6.75;-35.77;;7.0;6.5781;7.0;15.15;2016-12-04;105.88;;250.8;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-06-16;0.25;;-204.59;;13.67;562.52;;;20738.0;;6.7812;-35.93;;6.7812;6.625;6.6562;15.22;2016-12-04;106.37;;138.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-06-17;0.25;;-204.59;;14.43;593.63;;;20738.0;;7.1562;-37.92;;7.25;6.6875;6.6875;16.06;2016-12-04;112.25;;1690.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-06-18;0.25;;-204.59;;15.12;622.14;;;20738.0;;7.5;-39.74;;7.5312;7.2187;7.2187;16.84;;117.65;;1632.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-06-19;0.25;;-204.59;;15.06;619.55;;;20738.0;;7.4687;-39.58;;7.5;7.4375;7.4687;16.77;2016-12-04;117.16;;913.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-06-22;0.25;;-204.59;;17.64;725.83;;;20738.0;;8.75;-46.36;;8.9375;7.4375;7.5;19.64;2016-12-04;137.25;;2005.2;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-06-23;0.25;;-204.59;;19.28;793.23;;;20738.0;;9.5625;-50.67;;9.6094;8.7187;8.8437;21.47;;150.0;;2220.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-06-24;0.25;;-204.59;;21.05;865.81;;;20738.0;;10.4375;-55.31;;10.7812;9.75;9.8125;23.43;2016-12-04;163.73;;2244.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-06-25;0.25;;-204.59;;20.16;829.52;;;20738.0;;10.0;-52.99;;10.75;9.625;10.5625;22.45;2016-12-04;156.86;;1142.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-06-26;0.25;;-204.59;;19.28;793.23;;;20738.0;;9.5625;-50.67;;10.0;9.3125;10.0;21.47;2016-12-04;150.0;;290.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-06-29;0.25;;-204.59;;18.4;756.94;;;20738.0;;9.125;-48.35;;9.5625;8.8125;9.5;20.48;2016-12-04;143.14;;467.2;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-06-30;0.25;;-204.59;;18.84;775.08;;;20738.0;;9.3437;-49.51;;9.75;8.9062;9.0781;20.98;2016-12-04;146.57;;1189.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-07-01;0.25;;-204.59;;20.92;860.63;;;20738.0;;10.375;-54.98;;10.375;9.1875;9.625;23.29;2016-12-04;162.75;;1542.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-07-02;0.25;;-204.59;;20.92;860.63;;;20738.0;;10.375;-54.98;;10.875;9.9062;10.75;23.29;2016-12-04;162.75;;1378.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-07-03;0.25;;-204.59;;20.92;860.63;;;20738.0;;10.375;-54.98;;;;;23.29;2016-12-04;162.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-07-06;0.25;;-204.59;;21.2;872.29;;;20738.0;;10.5156;-55.72;;11.0;10.25;10.625;23.61;2016-12-04;164.95;;698.8;;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-07-07;0.25;;-204.59;;21.3;876.18;;;20738.0;;10.5625;-55.97;;10.5625;10.0;10.5;23.71;2016-12-04;165.69;;1117.2;10.1875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-07-08;0.25;;-204.59;;21.02;864.52;;;20738.0;;10.4219;-55.22;;10.5625;10.1562;10.375;23.4;;163.48;;577.2;10.3617;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-07-09;0.25;;-204.59;;21.68;891.73;;;20738.0;;10.75;-56.96;;10.875;10.3437;10.3437;24.13;2016-12-04;168.63;;345.6;10.6122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-07-10;0.25;;-204.59;;22.18;912.47;;;20738.0;;11.0;-58.29;;11.2187;10.75;10.8125;24.69;2016-12-04;172.55;;475.2;10.9942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-07-13;0.25;;-204.59;;21.39;880.07;;;20738.0;;10.6094;-56.22;;11.0625;10.5;10.9375;23.82;2016-12-04;166.42;;436.0;10.842;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-07-14;0.25;;-204.59;;21.55;886.55;;;20738.0;;10.6875;-56.63;;11.0625;10.6094;10.6094;23.99;2016-12-04;167.65;;386.8;10.8707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-07-15;0.25;;-204.59;;21.36;878.77;;;20738.0;;10.5937;-56.13;;10.7812;10.4687;10.6875;23.78;2016-12-04;166.18;;610.8;10.5607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-07-16;0.25;;-204.59;;21.49;883.96;;;20738.0;;10.6562;-56.47;;10.7812;10.5;10.6562;23.92;;167.16;;1022.4;10.5787;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-07-17;0.25;;-204.59;;21.05;865.81;;;20738.0;;10.4375;-55.31;;10.8125;10.4375;10.8125;23.43;2016-12-04;163.73;;77.2;10.6192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-07-20;0.25;;-204.59;;20.92;860.63;;;20738.0;;10.375;-54.98;;10.625;10.3437;10.4687;23.29;2016-12-04;162.75;;132.4;10.4842;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-07-21;0.25;;-204.59;;20.54;845.07;;;20738.0;;10.1875;-53.98;;10.7344;9.875;10.6562;22.87;;159.8;;272.0;10.196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-07-22;0.25;;-204.59;;20.04;824.34;;;20738.0;;9.9375;-52.66;;10.0937;9.5937;9.9687;22.31;;155.88;;265.6;9.8837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-07-23;0.25;;-204.59;;19.47;801.0;;;20738.0;;9.6562;-51.17;;10.0;9.0312;9.8437;21.68;;151.47;;312.8;9.4495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-07-24;0.25;;-204.59;;19.79;813.97;;;20738.0;;9.8125;-52.0;;9.875;9.2812;9.4687;22.03;2016-12-04;153.92;;249.6;9.5545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-07-27;0.25;;-204.59;;18.15;746.57;;;20738.0;;9.0;-47.69;;9.75;8.9687;9.5312;20.2;2016-12-04;141.18;;471.6;9.3772;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-07-28;0.25;;-204.59;;17.96;738.79;;;20738.0;;8.9062;-47.19;;9.2812;8.125;9.2812;19.99;;139.71;;2126.8;8.5492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-07-29;0.25;;-204.59;;16.7;686.95;;;20738.0;;8.2812;-43.88;;8.5;8.125;8.375;18.59;;129.9;;3321.2;8.3107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-07-30;0.25;;-204.59;;16.13;663.62;;;20738.0;;8.0;-42.39;;8.2812;7.8125;8.2812;17.96;2016-12-04;125.49;;411.2;8.0515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-07-31;0.25;;-204.59;;15.63;642.88;;;20738.0;;7.75;-41.07;;8.125;7.75;8.0625;17.4;2016-12-04;121.57;;386.8;7.9897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-08-03;0.25;;-204.59;;15.25;627.32;;;20738.0;;7.5625;-40.07;;7.7812;7.25;7.75;16.98;2016-12-04;118.63;;406.0;7.5257;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-08-04;0.25;;-204.59;;15.19;624.73;;;20738.0;;7.5312;-39.91;;7.5937;7.3125;7.5312;16.91;;118.14;;896.0;7.4882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-08-05;0.25;;-204.59;;14.93;614.36;;;20738.0;;7.4062;-39.24;;7.5312;7.1875;7.5312;16.63;2016-12-04;116.18;;1123.6;7.368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-08-06;0.25;;-204.59;;15.16;623.44;;;20738.0;;7.5156;-39.82;;7.5312;7.2187;7.25;16.87;2016-12-04;117.89;;417.2;7.407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-08-07;0.25;;-204.59;;16.45;676.58;;;20738.0;;8.1562;-43.22;;8.1875;7.4687;7.5312;18.31;;127.94;;1068.8;7.8127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-08-10;0.25;;-204.59;;16.38;673.98;;;20738.0;;8.125;-43.05;;8.2812;7.9687;8.1562;18.24;2016-12-04;127.45;;410.4;8.1315;38930.0;15508.0;19476.0;39066.0;;3946.0;8435.0;-19590.0;;;3555.0;;;-21025.0;;-1282.0;-19743.0;;-19743.0;-19743.0;-19743.0;41745.0;22786.0;9769.0;53688.0;9234.0;;64704.0;5472.0;;22603.0;31085.0;;;;964.0;;23.0;41137.0;42101.0;;-15757.0;46208.0;;4413.0;17844.0;-11830.0;15976.0;45650.0;36160.0;;315.0;2.28;2.38;56.0;;;-72.79;-40.48;-50.32;-54.01;-50.71;-68.72;-21025.0;;-17079.0;2016-12-04
1998-08-11;0.25;;-204.59;;16.13;663.62;;;20738.0;;8.0;-42.39;;8.0625;7.2812;7.375;17.96;2016-12-04;125.49;;509.2;7.8385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
1998-08-12;0.25;;-204.59;;15.31;629.92;;;20738.0;;7.5937;-40.24;;8.0625;7.4531;8.0625;17.05;;119.12;;552.0;7.6812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-08-13;0.25;;-204.59;;15.19;624.73;;;20738.0;;7.5312;-39.91;;7.5625;7.4375;7.4375;16.91;;118.14;;439.2;7.5305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998-08-14;0.25;;-204.59;;14.4;592.33;;;20738.0;;7.1406;-37.84;;7.5;6.9531;7.5;16.03;2016-12-04;112.01;;1964.8;7.0877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
