NASCOMP;DSRI;IDV;MV;PH;PI;PL;PO;RI
1992-03-04;788.13;;;635.38;630.29;630.26;632.03;
1992-03-05;776.59;;;630.3;621.97;620.92;627.78;
1992-03-06;772.25;;;622.02;615.95;613.9;620.61;
1992-03-09;770.76;;;618.22;615.82;615.41;617.18;
1992-03-10;776.15;;;624.33;623.46;615.83;618.69;
1992-03-11;763.14;;;623.72;617.14;616.49;622.88;
1992-03-12;761.77;;;617.82;615.92;612.22;616.1;
1992-03-13;764.9;;;619.86;618.62;615.94;619.3;
1992-03-16;762.37;;;619.08;617.94;615.21;618.11;
1992-03-17;769.84;;;623.56;623.27;617.98;620.21;
1992-03-18;771.91;;;626.3;624.94;623.24;625.51;
1992-03-19;777.06;;;627.42;625.96;624.96;627.01;
1992-03-20;776.97;;;626.74;624.28;623.54;625.82;
1992-03-23;773.45;;;624.52;621.83;621.64;623.17;
1992-03-24;770.76;;;620.07;618.68;616.49;622.87;
1992-03-25;773.91;;;620.07;619.48;616.49;616.65;
1992-03-26;767.93;;;621.86;615.4;614.87;619.8;
1992-03-27;754.71;;;615.42;604.67;602.47;612.78;
1992-03-30;752.93;;;606.65;602.07;601.4;605.03;
1992-03-31;753.34;;;605.19;603.77;599.41;600.35;
1992-04-01;746.97;;;603.7;602.09;597.55;598.62;
1992-04-02;737.33;;;603.31;593.82;593.38;601.73;
1992-04-03;736.64;;;594.06;590.01;587.83;592.83;
1992-04-06;746.12;;;596.56;596.29;589.87;592.68;
1992-04-07;729.28;;;598.12;581.61;581.45;596.15;
1992-04-08;719.25;;;581.52;573.68;567.08;574.89;
1992-04-09;733.23;;;586.85;586.75;573.73;575.88;
1992-04-10;735.9;;;592.47;584.24;584.03;590.59;
1992-04-13;734.37;;;588.16;588.15;583.54;584.03;
1992-04-14;744.55;;;597.9;594.81;588.19;592.34;
1992-04-15;758.4;;;600.64;600.03;594.83;599.64;
1992-04-16;750.73;;;600.33;591.81;591.54;598.23;
1992-04-17;750.77;;;;591.81;;;
1992-04-20;730.26;;;591.8;577.2;575.07;586.5;
1992-04-21;727.87;;;579.21;575.05;573.01;576.64;
1992-04-22;730.61;;;579.14;578.23;574.45;575.16;
1992-04-23;730.14;;;581.09;576.05;571.92;580.67;
1992-04-24;727.3;;;576.98;572.89;571.89;576.41;
1992-04-27;725.41;;;572.92;566.94;566.77;571.24;
1992-04-28;719.01;;;567.09;560.33;557.03;566.01;
1992-04-29;731.06;;;570.07;569.94;560.33;563.03;
1992-04-30;739.05;;;578.7;578.68;569.87;571.88;
1992-05-01;738.5;;;581.08;578.14;575.34;579.73;
1992-05-04;746.14;;;584.42;583.54;578.13;581.28;
1992-05-05;753.38;;;588.98;588.07;583.52;584.44;
1992-05-06;759.43;;;591.27;589.36;588.07;589.86;
1992-05-07;759.03;;;590.35;587.16;586.28;589.41;
1992-05-08;758.39;;;588.43;585.76;584.92;587.03;
1992-05-11;758.25;;;588.19;587.13;585.76;586.45;
1992-05-12;757.52;;;588.64;583.96;582.42;586.72;
1992-05-13;760.15;;;584.87;582.38;582.05;583.29;
1992-05-14;751.94;;;583.08;576.46;574.66;580.58;
1992-05-15;746.35;;;576.39;574.43;571.0;572.6;
1992-05-18;752.96;;;578.43;576.53;574.42;576.82;
1992-05-19;755.72;;;578.4;578.05;574.95;576.53;
1992-05-20;756.42;;;580.57;580.29;577.92;578.98;
1992-05-21;755.96;;;580.73;579.1;577.3;579.12;
1992-05-22;753.92;;;581.27;580.3;578.84;579.64;
1992-05-25;753.96;;;;580.3;;;
1992-05-26;750.31;;;580.51;575.65;575.26;579.58;
1992-05-27;747.71;;;577.85;577.35;575.63;576.28;
1992-05-28;751.46;;;580.79;580.49;576.08;576.51;
1992-05-29;762.36;;;586.09;585.31;580.28;583.24;
1992-06-01;765.88;;;588.44;588.37;582.02;583.67;
1992-06-02;765.87;;;590.37;589.18;587.58;589.2;
1992-06-03;765.26;;;591.12;589.93;587.93;588.17;
1992-06-04;760.73;;;590.59;588.26;588.08;589.77;
1992-06-05;758.48;;;589.61;585.43;584.14;588.21;
1992-06-08;754.2;;;585.47;582.01;581.46;584.71;
1992-06-09;744.78;;;583.12;573.8;572.14;581.33;
1992-06-10;739.97;;;574.91;569.71;569.55;573.25;
1992-06-11;737.61;;;569.88;567.68;566.72;567.69;
1992-06-12;739.42;;;571.7;569.52;567.68;570.17;
1992-06-15;737.37;;;570.78;569.01;567.92;568.48;
1992-06-16;731.41;;;569.66;564.07;564.01;569.06;
1992-06-17;717.26;;;564.17;553.24;552.85;562.18;
1992-06-18;712.61;;;553.69;549.17;548.47;552.18;
1992-06-19;719.75;;;554.43;554.2;549.15;551.42;
1992-06-22;711.89;;;554.2;549.73;545.97;552.4;
1992-06-23;715.97;;;554.96;553.36;549.73;553.2;
1992-06-24;714.6;;;553.94;551.39;551.12;552.62;
1992-06-25;714.93;;;553.0;548.2;546.05;552.09;
1992-06-26;712.6;;;548.33;547.84;545.85;547.19;
1992-06-29;727.24;;;558.87;558.8;547.84;550.92;
1992-06-30;729.21;;;564.23;563.6;558.77;559.67;
1992-07-01;740.37;;;569.13;568.99;562.88;563.73;
1992-07-02;738.29;;;571.22;563.35;562.82;570.02;
1992-07-03;738.33;;;;563.35;;;
1992-07-06;735.35;;;563.47;563.17;560.11;560.73;
1992-07-07;726.26;;;565.1;557.41;556.88;564.34;
1992-07-08;725.95;;;557.69;557.57;553.74;556.09;
1992-07-09;734.25;;;564.86;564.75;557.57;560.41;
1992-07-10;738.11;;;568.64;567.8;564.55;566.66;
1992-07-13;742.67;;;571.09;570.22;567.63;568.56;
1992-07-14;746.96;;;575.4;575.21;570.22;571.17;
1992-07-15;748.72;;;577.26;575.47;574.93;575.84;
1992-07-16;750.59;;;576.26;576.19;572.34;573.39;
1992-07-17;738.65;;;576.2;570.52;567.64;571.55;
1992-07-20;726.03;;;570.52;564.28;560.69;560.85;
1992-07-21;729.37;;;569.43;568.63;564.28;566.31;
1992-07-22;718.67;;;568.64;563.88;563.54;566.17;
1992-07-23;723.79;;;565.82;565.24;563.42;564.86;
1992-07-24;719.1;;;566.37;565.61;562.6;564.34;
1992-07-27;717.19;;;566.04;564.73;564.14;565.96;
1992-07-28;725.38;;;571.67;571.63;564.65;566.25;
1992-07-29;727.29;;;577.58;577.49;571.63;574.56;
1992-07-30;730.03;;;578.9;578.8;575.89;576.66;
1992-07-31;736.92;;;581.11;580.83;577.83;579.62;
1992-08-03;736.41;;;582.69;582.36;579.45;579.62;
1992-08-04;737.12;;;583.9;581.32;580.3;583.84;
1992-08-05;732.69;;;581.32;576.87;576.18;579.12;
1992-08-06;728.59;;;576.87;574.02;572.93;575.23;
1992-08-07;723.46;;;576.81;573.75;572.26;573.15;
1992-08-10;719.49;;;574.32;573.14;572.05;573.44;
1992-08-11;714.32;;;574.71;571.6;569.98;573.71;
1992-08-12;710.77;;;573.07;570.85;570.65;572.46;
1992-08-13;713.67;;;572.6;570.99;570.57;571.87;
1992-08-14;715.93;;;573.2;573.18;570.92;571.0;
1992-08-17;718.48;;;573.62;572.47;571.62;573.42;
1992-08-18;711.85;;;572.74;570.87;570.14;571.08;
1992-08-19;710.78;;;571.7;567.61;567.61;571.32;
1992-08-20;719.28;;;568.59;567.86;565.95;567.92;
1992-08-21;727.66;;;570.74;563.7;562.38;570.11;
1992-08-24;723.02;;;563.72;555.39;554.92;559.27;
1992-08-25;722.96;;;555.44;554.22;550.23;554.64;
1992-08-26;727.75;;;559.05;558.8;554.22;555.03;
1992-08-27;741.37;;;564.34;563.27;558.8;562.56;
1992-08-28;743.29;;;564.04;563.56;562.29;562.81;
1992-08-31;743.35;;;564.28;563.12;561.3;562.87;
1992-09-01;744.01;;;565.65;565.61;562.19;562.51;
1992-09-02;747.79;;;571.54;571.25;565.5;566.49;
1992-09-03;756.15;;;575.85;574.88;571.24;572.48;
1992-09-04;757.57;;;574.95;573.44;572.64;573.36;
1992-09-07;757.62;;;;573.44;;;
1992-09-08;748.43;;;573.44;571.17;569.48;572.72;
1992-09-09;756.46;;;575.18;574.89;570.88;571.56;
1992-09-10;763.59;;;581.32;581.24;574.86;575.68;
1992-09-11;754.66;;;584.05;583.01;581.01;582.21;
1992-09-14;768.7;;;594.27;594.21;583.01;587.99;
1992-09-15;759.3;;;594.21;587.86;586.37;590.45;
1992-09-16;748.51;;;588.12;585.89;582.06;583.4;
1992-09-17;751.41;;;589.34;587.82;585.89;587.77;
1992-09-18;754.38;;;589.15;589.12;586.47;587.53;
1992-09-21;753.52;;;589.31;588.58;586.49;588.24;
1992-09-22;753.15;;;589.04;583.0;582.25;588.44;
1992-09-23;756.27;;;583.44;582.92;580.23;581.93;
1992-09-24;762.51;;;586.16;585.93;582.96;584.47;
1992-09-25;750.97;;;586.63;577.2;574.67;585.47;
1992-09-28;748.2;;;577.2;575.34;573.01;574.99;
1992-09-29;750.03;;;577.83;577.63;574.63;575.1;
1992-09-30;753.07;;;583.32;583.27;577.63;578.54;
1992-10-01;743.51;;;583.27;578.33;577.77;581.08;
1992-10-02;735.64;;;578.33;571.63;571.34;576.6;
1992-10-05;728.52;;;571.64;565.21;551.64;565.66;
1992-10-06;736.69;;;571.34;570.55;565.21;566.08;
1992-10-07;735.7;;;573.82;569.2;568.73;572.23;
1992-10-08;738.66;;;574.6;573.88;569.2;571.76;
1992-10-09;732.21;;;574.36;570.52;569.45;571.74;
1992-10-12;737.22;;;574.01;573.84;570.49;571.4;
1992-10-13;740.73;;;577.85;576.44;573.84;574.52;
1992-10-14;740.88;;;578.39;576.22;574.74;575.04;
1992-10-15;743.7;;;578.89;578.64;573.8;576.02;
1992-10-16;746.02;;;582.69;582.61;577.61;577.66;
1992-10-19;751.51;;;590.85;590.67;582.29;583.11;
1992-10-20;752.29;;;595.82;592.7;590.68;593.87;
1992-10-21;759.04;;;597.41;597.15;592.69;594.25;
1992-10-22;760.75;;;597.76;597.12;594.8;596.47;
1992-10-23;759.33;;;599.2;597.3;596.67;598.25;
1992-10-26;761.91;;;599.11;598.92;595.62;596.62;
1992-10-27;757.92;;;600.59;596.95;595.07;598.5;
1992-10-28;758.66;;;601.67;601.39;596.02;596.81;
1992-10-29;759.65;;;606.43;605.82;601.39;603.26;
1992-10-30;757.47;;;606.71;605.17;602.26;605.99;
1992-11-02;756.11;;;607.74;607.57;603.44;603.76;
1992-11-03;755.71;;;608.47;604.58;603.57;606.69;
1992-11-04;760.56;;;606.43;605.52;603.23;604.44;
1992-11-05;770.71;;;614.27;614.08;605.01;605.94;
1992-11-06;770.79;;;617.09;616.82;612.41;614.05;
1992-11-09;771.65;;;622.58;622.05;615.95;616.84;
1992-11-10;776.52;;;628.22;627.76;622.04;624.1;
1992-11-11;780.8;;;635.27;634.92;627.68;629.18;
1992-11-12;780.82;;;637.25;634.37;633.23;636.02;
1992-11-13;781.61;;;637.23;637.16;633.02;634.05;
1992-11-16;775.24;;;637.66;634.01;633.42;635.63;
1992-11-17;765.03;;;634.18;627.07;626.38;632.8;
1992-11-18;779.54;;;635.25;634.86;626.89;627.12;
1992-11-19;786.29;;;639.86;638.57;634.86;636.65;
1992-11-20;789.62;;;643.05;642.6;638.57;639.07;
1992-11-23;783.78;;;642.67;638.84;636.58;638.37;
1992-11-24;790.95;;;646.69;645.94;638.83;639.89;
1992-11-25;794.98;;;648.36;648.33;645.86;647.31;
1992-11-26;795.03;;;;648.33;;;
1992-11-27;801.59;;;650.67;649.49;648.31;648.81;
1992-11-30;807.08;;;652.77;652.73;648.75;650.74;
1992-12-01;804.35;;;654.4;653.95;650.26;650.58;
1992-12-02;803.26;;;654.8;652.91;651.35;653.9;
1992-12-03;808.78;;;656.96;656.36;651.05;652.26;
1992-12-04;810.9;;;661.93;661.6;656.08;658.06;
1992-12-07;818.86;;;666.63;666.53;661.59;662.84;
1992-12-08;821.31;;;668.02;667.12;664.58;667.38;
1992-12-09;816.62;;;667.76;663.92;662.25;664.86;
1992-12-10;812.98;;;663.95;658.93;656.4;662.04;
1992-12-11;806.65;;;658.93;655.79;654.59;656.26;
1992-12-14;803.74;;;657.11;654.73;654.58;656.39;
1992-12-15;799.08;;;654.73;650.75;648.69;652.77;
1992-12-16;802.63;;;652.79;649.63;648.86;651.22;
1992-12-17;815.93;;;658.7;658.46;649.61;651.49;
1992-12-18;819.08;;;662.44;661.29;658.41;659.87;
1992-12-21;823.29;;;662.66;662.46;659.95;660.78;
1992-12-22;819.9;;;664.16;660.84;658.42;663.74;
1992-12-23;822.38;;;663.13;662.96;660.46;662.12;
1992-12-24;826.44;;;666.04;665.88;662.77;663.18;
1992-12-25;826.48;;;;665.88;;;
1992-12-28;822.58;;;666.49;666.25;663.8;665.66;
1992-12-29;822.77;;;671.28;669.01;666.2;667.3;
1992-12-30;821.67;;;671.87;671.85;668.46;670.26;
1992-12-31;825.66;;;676.95;676.95;671.84;673.0;
1993-01-01;825.7;;;;676.95;;;
1993-01-04;821.95;;;677.05;671.8;671.36;675.31;
1993-01-05;826.97;;;674.4;674.34;670.4;670.52;
1993-01-06;836.68;;;681.96;681.85;674.34;678.44;
1993-01-07;834.31;;;685.37;678.21;677.7;681.56;
1993-01-08;833.16;;;678.29;677.21;672.58;677.19;
1993-01-11;838.13;;;682.54;682.4;676.1;677.46;
1993-01-12;833.76;;;683.06;679.45;677.04;681.44;
1993-01-13;837.75;;;687.06;686.78;677.45;679.21;
1993-01-14;847.03;;;695.96;695.7;686.78;690.32;
1993-01-15;846.41;;;699.34;697.15;691.57;692.46;
1993-01-18;847.72;;;698.4;698.13;694.42;694.69;
1993-01-19;846.44;;;699.76;696.81;695.49;698.38;
1993-01-20;847.3;;;699.33;697.44;695.91;696.82;
1993-01-21;849.64;;;701.27;700.77;695.46;696.48;
1993-01-22;850.04;;;703.73;701.63;700.32;700.59;
1993-01-25;857.55;;;708.58;706.95;701.54;703.66;
1993-01-26;858.64;;;711.29;707.16;706.22;709.88;
1993-01-27;847.33;;;707.26;697.9;694.84;705.82;
1993-01-28;847.87;;;697.9;694.67;692.84;695.39;
1993-01-29;848.98;;;697.25;696.34;693.77;696.96;
1993-02-01;855.09;;;702.2;701.77;696.24;697.98;
1993-02-02;856.13;;;705.21;705.12;700.81;702.25;
1993-02-03;858.01;;;709.39;708.67;705.12;707.68;
1993-02-04;856.19;;;711.29;708.85;706.56;710.03;
1993-02-05;850.78;;;708.85;700.98;696.59;706.83;
1993-02-08;845.26;;;702.32;698.44;697.57;701.45;
1993-02-09;843.42;;;700.98;692.21;691.21;697.41;
1993-02-10;850.07;;;696.42;695.02;692.21;695.01;
1993-02-11;850.57;;;697.44;695.88;694.99;696.99;
1993-02-12;844.99;;;696.72;690.53;690.28;696.04;
1993-02-15;845.04;;;;690.53;;;
1993-02-16;820.29;;;690.54;665.39;663.26;683.04;
1993-02-17;819.78;;;666.81;659.43;655.56;662.95;
1993-02-18;826.01;;;669.13;662.45;657.02;668.0;
1993-02-19;829.41;;;666.26;663.61;661.16;664.79;
1993-02-22;820.79;;;663.93;652.42;652.1;661.4;
1993-02-23;819.49;;;655.0;651.4;647.69;651.78;
1993-02-24;829.5;;;662.86;662.46;649.18;651.32;
1993-02-25;831.78;;;667.23;667.07;658.92;661.03;
1993-02-26;834.48;;;670.96;670.77;666.43;667.61;
1993-03-01;830.97;;;673.03;669.51;668.76;670.88;
1993-03-02;842.82;;;678.04;677.72;668.55;669.28;
1993-03-03;848.57;;;684.0;683.92;677.72;678.43;
1993-03-04;843.89;;;683.95;680.73;677.44;679.7;
1993-03-05;845.38;;;683.46;681.37;678.52;678.8;
1993-03-08;859.84;;;687.85;687.23;681.1;682.93;
1993-03-09;864.42;;;690.46;688.96;686.9;689.32;
1993-03-10;867.38;;;693.1;692.87;688.0;688.57;
1993-03-11;870.32;;;696.19;694.28;692.87;693.81;
1993-03-12;869.13;;;694.29;692.78;686.73;687.79;
1993-03-15;872.65;;;695.57;695.21;692.73;693.89;
1993-03-16;873.14;;;697.52;695.47;694.95;697.05;
1993-03-17;867.22;;;695.5;687.4;686.42;693.38;
1993-03-18;878.49;;;690.09;687.41;687.02;689.38;
1993-03-19;872.87;;;689.91;682.72;682.71;687.98;
1993-03-22;866.58;;;682.81;676.62;674.36;677.71;
1993-03-23;861.74;;;679.85;675.04;674.8;679.15;
1993-03-24;863.6;;;676.61;674.36;671.52;674.9;
1993-03-25;876.77;;;681.66;681.01;674.36;675.67;
1993-03-26;883.09;;;683.79;681.54;679.97;682.94;
1993-03-29;885.47;;;684.2;680.76;680.6;681.28;
1993-03-30;890.19;;;686.25;686.25;680.76;682.55;
1993-03-31;894.08;;;692.69;690.13;686.13;689.48;
1993-04-01;898.27;;;691.22;686.64;685.86;690.82;
1993-04-02;886.34;;;686.65;669.85;669.83;677.85;
1993-04-05;891.27;;;671.82;670.71;667.12;669.74;
1993-04-06;884.54;;;673.68;664.14;663.79;672.6;
1993-04-07;904.08;;;669.09;668.88;663.81;664.85;
1993-04-08;898.9;;;669.54;666.33;665.26;668.18;
1993-04-09;898.94;;;;666.33;;;
1993-04-12;904.51;;;673.84;673.12;666.27;670.31;
1993-04-13;910.44;;;678.21;673.83;673.11;676.37;
1993-04-14;910.5;;;674.38;673.94;672.06;672.86;
1993-04-15;907.16;;;673.95;670.32;668.33;671.26;
1993-04-16;896.28;;;671.24;666.78;666.09;669.44;
1993-04-19;888.62;;;667.43;663.03;660.13;664.2;
1993-04-20;890.83;;;664.27;661.97;657.76;663.71;
1993-04-21;891.81;;;664.62;664.04;660.17;663.11;
1993-04-22;891.22;;;668.59;663.51;662.24;663.35;
1993-04-23;884.95;;;664.1;658.41;657.62;661.47;
1993-04-26;875.4;;;658.53;645.87;645.7;656.79;
1993-04-27;888.5;;;652.72;652.52;644.59;645.98;
1993-04-28;897.7;;;658.24;658.16;652.48;655.54;
1993-04-29;900.32;;;658.9;658.45;654.22;657.61;
1993-04-30;906.26;;;665.0;661.42;658.39;660.68;
1993-05-03;912.35;;;666.82;666.71;661.24;662.75;
1993-05-04;927.71;;;678.41;678.16;666.71;671.42;
1993-05-05;933.26;;;684.03;683.26;676.48;678.78;
1993-05-06;928.41;;;684.6;680.04;678.99;683.76;
1993-05-07;932.63;;;682.49;681.44;679.38;680.32;
1993-05-10;931.8;;;684.23;682.82;681.44;682.48;
1993-05-11;926.68;;;683.55;683.06;680.11;681.03;
1993-05-12;919.67;;;683.06;681.69;680.55;681.8;
1993-05-13;914.48;;;681.7;675.64;674.01;677.91;
1993-05-14;915.78;;;676.57;676.37;673.7;674.81;
1993-05-17;918.07;;;678.82;677.96;675.56;678.46;
1993-05-18;918.27;;;681.07;680.78;677.93;680.3;
1993-05-19;931.77;;;690.57;690.43;678.72;681.76;
1993-05-20;940.04;;;698.03;697.43;690.35;693.88;
1993-05-21;941.25;;;697.43;694.29;692.35;695.96;
1993-05-24;943.31;;;696.52;694.69;691.18;692.55;
1993-05-25;943.77;;;695.08;695.04;692.41;692.93;
1993-05-26;959.45;;;704.13;704.09;694.57;695.74;
1993-05-27;959.0;;;707.29;704.59;703.44;706.37;
1993-05-28;951.75;;;704.63;700.53;694.99;701.17;
1993-05-31;951.8;;;;700.53;;;
1993-06-01;955.3;;;706.28;704.28;699.95;700.96;
1993-06-02;959.35;;;706.63;705.86;702.87;705.16;
1993-06-03;961.2;;;706.64;706.22;702.59;704.82;
1993-06-04;952.94;;;706.25;702.01;701.0;703.32;
1993-06-07;945.77;;;704.04;694.61;694.36;701.91;
1993-06-08;939.15;;;694.7;687.74;686.08;691.46;
1993-06-09;936.38;;;691.47;689.24;686.23;687.0;
1993-06-10;933.4;;;689.59;688.05;685.66;689.1;
1993-06-11;938.61;;;693.72;693.19;688.04;693.63;
1993-06-14;942.29;;;697.52;696.41;693.19;694.71;
1993-06-15;933.65;;;699.64;697.34;696.06;698.96;
1993-06-16;927.02;;;698.41;696.25;693.12;697.95;
1993-06-17;923.75;;;697.26;695.94;694.34;696.38;
1993-06-18;912.39;;;697.66;689.59;689.59;696.13;
1993-06-21;901.89;;;691.07;688.74;687.03;688.57;
1993-06-22;902.64;;;690.23;686.77;685.9;688.66;
1993-06-23;905.31;;;687.58;684.79;683.96;686.68;
1993-06-24;913.07;;;689.14;688.72;682.83;683.3;
1993-06-25;922.55;;;695.78;694.81;688.56;689.95;
1993-06-28;935.41;;;702.84;702.84;694.8;697.72;
1993-06-29;929.33;;;704.49;701.07;699.82;703.57;
1993-06-30;929.07;;;705.49;703.95;701.03;703.66;
1993-07-01;928.05;;;704.5;703.59;700.55;702.01;
1993-07-02;928.35;;;704.77;704.49;701.57;702.39;
1993-07-05;928.38;;;;704.49;;;
1993-07-06;928.0;;;706.01;702.22;700.84;705.5;
1993-07-07;923.37;;;702.22;698.79;697.26;697.61;
1993-07-08;923.84;;;702.75;702.71;698.23;698.93;
1993-07-09;927.77;;;706.12;705.81;701.44;701.7;
1993-07-12;927.94;;;708.06;707.67;704.76;706.84;
1993-07-13;935.05;;;709.15;708.47;707.01;707.69;
1993-07-14;937.87;;;714.12;712.49;707.12;708.77;
1993-07-15;931.32;;;712.51;708.69;707.95;710.34;
1993-07-16;920.76;;;705.29;699.73;699.24;705.43;
1993-07-19;916.55;;;699.23;695.83;694.7;699.39;
1993-07-20;921.57;;;701.92;701.9;696.28;697.86;
1993-07-21;919.86;;;700.54;700.08;698.97;700.06;
1993-07-22;918.66;;;701.26;695.52;694.94;700.83;
1993-07-23;921.96;;;700.52;700.24;696.75;697.59;
1993-07-26;923.23;;;705.03;704.54;701.25;702.25;
1993-07-27;920.34;;;704.0;701.0;700.1;703.86;
1993-07-28;925.11;;;705.59;705.59;701.75;701.77;
1993-07-29;933.3;;;708.46;707.24;706.59;706.72;
1993-07-30;932.53;;;704.7;704.7;702.86;703.33;
1993-08-02;936.18;;;707.66;707.66;705.64;706.38;
1993-08-03;937.19;;;709.69;709.01;708.26;709.27;
1993-08-04;942.79;;;713.79;713.79;708.82;708.96;
1993-08-05;944.96;;;715.5;715.5;714.08;715.3;
1993-08-06;947.67;;;718.21;718.08;716.64;716.61;
1993-08-09;948.7;;;720.95;718.49;717.41;717.54;
1993-08-10;948.77;;;718.33;717.08;716.64;718.74;
1993-08-11;959.14;;;718.77;718.77;717.86;718.42;
1993-08-12;958.84;;;721.24;717.12;715.52;721.47;
1993-08-13;959.41;;;718.26;718.26;717.03;717.68;
1993-08-16;976.85;;;726.89;726.89;721.13;721.18;
1993-08-17;980.44;;;731.01;731.01;727.34;727.31;
1993-08-18;986.78;;;736.88;734.83;733.26;736.35;
1993-08-19;970.42;;;733.45;730.48;730.48;732.66;
1993-08-20;967.77;;;730.96;730.96;729.48;729.92;
1993-08-23;971.9;;;731.07;730.86;729.36;729.94;
1993-08-24;973.88;;;735.37;735.14;731.23;731.94;
1993-08-25;970.12;;;737.12;733.66;732.59;735.76;
1993-08-26;964.48;;;732.43;731.39;727.91;730.46;
1993-08-27;970.71;;;734.07;734.07;731.52;731.54;
1993-08-30;976.86;;;738.19;737.38;735.03;735.59;
1993-08-31;984.52;;;742.85;742.84;739.16;739.5;
1993-09-01;985.14;;;746.16;746.15;742.37;743.65;
1993-09-02;986.61;;;749.05;748.65;747.2;748.24;
1993-09-03;992.27;;;749.71;749.71;747.11;747.86;
1993-09-06;992.31;;;;749.71;;;
1993-09-07;983.87;;;749.11;739.35;738.6;749.18;
1993-09-08;973.89;;;734.48;730.73;724.48;734.62;
1993-09-09;983.3;;;737.71;737.71;731.86;732.19;
1993-09-10;986.61;;;744.31;744.31;740.02;740.39;
1993-09-13;985.77;;;744.71;740.32;740.17;744.21;
1993-09-14;977.77;;;734.85;732.64;730.35;734.27;
1993-09-15;983.55;;;739.61;739.55;730.7;731.23;
1993-09-16;982.85;;;740.47;739.8;738.59;739.35;
1993-09-17;983.42;;;741.11;740.11;737.83;739.15;
1993-09-20;982.53;;;744.07;740.21;740.21;742.29;
1993-09-21;973.26;;;738.82;733.56;733.51;740.32;
1993-09-22;986.97;;;745.54;745.54;736.93;737.89;
1993-09-23;997.43;;;752.26;752.26;747.42;748.44;
1993-09-24;1001.14;;;754.65;754.65;752.02;752.56;
1993-09-27;1005.23;;;759.95;759.95;757.37;757.95;
1993-09-28;1013.95;;;763.67;763.66;759.67;760.0;
1993-09-29;1015.64;;;766.06;763.17;762.37;765.58;
1993-09-30;1011.55;;;762.79;762.78;760.17;760.27;
1993-10-01;1011.23;;;763.53;763.23;761.31;761.62;
1993-10-04;1014.92;;;765.11;764.84;763.49;763.55;
1993-10-05;1010.85;;;767.2;762.27;759.96;766.42;
1993-10-06;1011.66;;;767.36;764.77;764.77;764.38;
1993-10-07;1010.37;;;765.03;762.49;761.58;764.9;
1993-10-08;1015.77;;;764.65;764.27;759.18;763.53;
1993-10-11;1015.62;;;767.66;767.65;764.81;766.44;
1993-10-12;1018.14;;;772.57;772.46;771.16;772.18;
1993-10-13;1022.25;;;778.97;778.97;775.03;775.24;
1993-10-14;1024.75;;;785.5;785.41;781.78;782.27;
1993-10-15;1028.72;;;790.56;787.42;785.93;788.13;
1993-10-18;1021.57;;;789.11;782.91;782.87;788.11;
1993-10-19;1005.29;;;781.45;768.71;768.29;781.17;
1993-10-20;1006.99;;;771.73;768.25;767.43;770.98;
1993-10-21;1010.87;;;771.29;771.28;766.11;768.88;
1993-10-22;1013.48;;;776.19;772.68;772.18;774.19;
1993-10-25;1009.73;;;774.26;769.75;768.04;774.12;
1993-10-26;1004.24;;;769.58;765.46;763.35;768.37;
1993-10-27;1011.73;;;771.89;771.88;766.55;767.35;
1993-10-28;1010.44;;;776.42;773.49;771.44;772.5;
1993-10-29;1019.24;;;779.26;779.26;774.8;774.78;
1993-11-01;1023.46;;;783.77;783.77;779.59;780.37;
1993-11-02;1026.15;;;785.66;785.66;780.33;783.78;
1993-11-03;1013.27;;;785.15;772.95;772.25;783.95;
1993-11-04;995.33;;;770.22;757.26;757.22;770.01;
1993-11-05;994.51;;;762.99;762.99;749.18;757.26;
1993-11-08;1001.02;;;767.64;766.21;761.83;763.95;
1993-11-09;999.9;;;774.09;769.84;769.75;773.05;
1993-11-10;1014.64;;;776.52;776.5;770.56;770.75;
1993-11-11;1017.98;;;780.51;778.98;778.74;779.26;
1993-11-12;1023.79;;;780.01;779.32;778.26;779.72;
1993-11-15;1012.54;;;779.42;772.45;772.45;778.76;
1993-11-16;1016.01;;;772.37;771.69;767.44;771.79;
1993-11-17;1004.69;;;773.12;762.36;762.04;769.98;
1993-11-18;994.23;;;761.1;754.34;753.76;759.84;
1993-11-19;984.18;;;754.88;751.56;750.79;752.18;
1993-11-22;961.12;;;746.42;738.13;738.13;746.27;
1993-11-23;971.15;;;746.82;746.82;740.52;742.95;
1993-11-24;976.05;;;753.18;753.18;749.85;750.94;
1993-11-25;976.07;;;;753.18;;;
1993-11-26;974.27;;;754.87;754.87;753.91;753.77;
1993-11-29;961.57;;;756.02;751.54;751.54;756.4;
1993-11-30;972.77;;;754.41;754.39;749.42;751.01;
1993-12-01;997.16;;;763.87;763.81;759.28;759.9;
1993-12-02;1002.85;;;766.73;766.73;762.58;765.41;
1993-12-03;1011.35;;;772.23;772.22;769.27;768.73;
1993-12-06;1003.99;;;771.12;771.09;766.49;767.51;
1993-12-07;1007.96;;;771.54;769.35;767.87;770.88;
1993-12-08;1002.23;;;767.89;767.89;766.37;766.16;
1993-12-09;995.8;;;765.26;761.49;761.11;764.42;
1993-12-10;994.25;;;761.0;760.74;758.19;760.36;
1993-12-13;998.2;;;759.72;759.72;757.56;759.78;
1993-12-14;986.33;;;759.54;751.47;751.29;758.86;
1993-12-15;990.46;;;752.97;752.97;750.61;751.26;
1993-12-16;995.04;;;755.82;755.53;754.14;754.82;
1993-12-17;1002.13;;;759.58;759.23;758.16;758.71;
